Water Temperature (°C),Total Flow (l/h),Dose (l/h)
22.43,0.79,0.06
22.36,0.79,0.06
22.21,0.79,0.06
22.13,0.79,0.06
22.08,0.79,0.06
22.01,0.79,0.06
21.96,0.79,0.06
21.91,0.79,0.06
21.86,0.79,0.06
21.81,0.79,0.06
21.76,0.79,0.06
21.71,0.79,0.06
21.64,0.79,0.06
21.04,0.89,0.06
20.99,0.89,0.06
20.94,0.89,0.06
20.92,0.89,0.06
20.89,0.89,0.06
20.87,0.89,0.06
20.79,0.89,0.06
20.79,0.89,0.06
20.79,0.89,0.06
20.82,0.89,0.06
20.82,0.89,0.06
20.82,0.89,0.06
20.82,0.89,0.06
22.11,0.79,0.06
22.04,0.79,0.06
21.99,0.79,0.06
21.91,0.79,0.06
21.86,0.79,0.06
21.81,0.79,0.06
21.76,0.79,0.06
21.61,0.89,0.06
21.59,0.89,0.06
21.54,0.89,0.06
21.51,0.89,0.06
21.49,0.89,0.06
21.46,0.89,0.06
21.44,0.89,0.06
21.41,0.89,0.06
22.11,0.79,0.06
22.08,0.79,0.06
22.06,0.79,0.06
22.01,0.79,0.06
21.94,0.84,0.06
21.91,0.84,0.06
21.86,0.84,0.06
21.84,0.84,0.06
21.79,0.84,0.06
21.74,0.84,0.06
21.71,0.84,0.06
21.66,0.84,0.06
21.61,0.84,0.06
21.56,0.84,0.06
21.54,0.84,0.06
21.46,0.89,0.06
21.44,0.89,0.06
21.39,0.89,0.06
21.36,0.89,0.06
21.34,0.89,0.06
21.32,0.89,0.06
21.29,0.89,0.06
21.27,1.04,0.06
21.76,0.79,0.06
21.79,0.84,0.06
21.76,0.84,0.06
21.74,0.84,0.06
21.71,0.84,0.06
21.66,0.84,0.06
21.61,0.84,0.06
21.56,0.84,0.06
21.51,0.84,0.06
22.43,0.84,0.06
22.38,0.84,0.06
22.18,0.84,0.06
21.79,0.79,0.06
21.76,0.79,0.06
21.71,0.79,0.06
21.69,0.79,0.06
21.64,0.79,0.06
22.18,0.89,0.06
22.16,0.89,0.06
22.13,0.89,0.06
22.11,0.89,0.06
22.06,0.89,0.06
22.01,0.89,0.06
21.96,0.89,0.06
22.18,0.84,0.06
22.18,0.84,0.06
22.21,0.84,0.06
22.16,0.84,0.06
22.11,0.84,0.06
22.06,0.84,0.06
21.96,0.89,0.06
21.94,0.89,0.06
21.91,0.89,0.06
21.89,0.89,0.06
21.86,0.89,0.06
21.86,0.89,0.06
20.5,0.84,0.06
22.11,0.79,0.06
22.06,0.79,0.06
21.94,0.79,0.06
21.94,0.79,0.06
21.89,0.79,0.06
21.86,0.79,0.06
21.84,0.79,0.06
21.79,0.79,0.06
21.76,0.79,0.06
21.74,0.79,0.06
21.71,0.79,0.06
21.64,0.84,0.06
21.59,0.84,0.06
21.56,0.84,0.06
21.56,0.84,0.06
21.54,0.84,0.06
21.54,0.84,0.06
21.54,0.84,0.06
21.54,0.84,0.06
21.54,0.84,0.06
21.79,0.89,0.06
21.76,0.89,0.06
21.71,0.89,0.06
21.69,0.89,0.06
21.64,0.89,0.06
21.61,0.89,0.06
21.56,0.89,0.06
21.51,0.89,0.06
21.51,0.89,0.06
21.49,0.89,0.06
21.44,0.89,0.06
21.36,0.89,0.06
21.34,0.89,0.06
21.32,0.89,0.06
21.32,0.89,0.06
21.29,0.89,0.06
21.27,0.89,0.06
21.24,0.89,0.06
21.22,0.89,0.06
21.19,0.89,0.06
21.17,0.89,0.06
22.73,0.74,0.06
22.58,0.74,0.06
21.94,0.79,0.06
21.89,0.79,0.06
21.86,0.79,0.06
21.81,0.79,0.06
21.76,0.79,0.06
21.74,0.79,0.06
21.66,0.84,0.06
21.69,0.84,0.06
21.69,0.84,0.06
21.71,0.84,0.06
21.74,0.84,0.06
21.76,0.84,0.06
20.52,0.84,0.06
20.55,0.84,0.06
21.17,0.84,0.06
21.14,0.84,0.06
21.12,0.84,0.06
21.79,0.84,0.06
21.79,0.84,0.06
21.76,0.84,0.06
21.74,0.84,0.06
21.71,0.84,0.06
21.69,0.84,0.06
21.66,0.84,0.06
21.51,0.84,0.06
21.49,0.84,0.06
21.46,0.84,0.06
21.44,0.84,0.06
21.41,0.84,0.06
21.39,0.84,0.06
21.36,0.84,0.06
21.32,0.84,0.06
21.29,0.84,0.06
21.27,0.84,0.06
21.24,0.84,0.06
21.22,0.84,0.06
21.19,0.84,0.06
21.14,0.89,0.06
21.14,0.89,0.06
21.14,0.89,0.06
22.23,0.84,0.06
22.26,0.84,0.06
22.36,0.79,0.06
22.31,0.79,0.06
22.28,0.79,0.06
22.23,0.79,0.06
22.21,0.79,0.06
22.16,0.79,0.06
21.84,0.79,0.06
21.81,0.79,0.06
21.79,0.79,0.06
21.74,0.79,0.06
21.71,0.79,0.06
21.69,0.79,0.06
21.66,0.79,0.06
21.61,0.79,0.06
21.59,0.79,0.06
21.56,0.79,0.06
20.2,0.89,0.06
20.2,0.89,0.06
20.2,0.89,0.06
22.06,0.79,0.06
22.01,0.79,0.06
21.99,0.79,0.06
21.96,0.79,0.06
21.91,0.79,0.06
21.89,0.79,0.06
21.84,0.89,0.06
22.13,0.84,0.06
22.11,0.84,0.06
22.11,0.84,0.06
21.99,0.89,0.06
21.96,0.89,0.06
21.94,0.89,0.06
21.89,0.89,0.06
21.86,0.89,0.06
21.81,0.89,0.06
21.79,0.89,0.06
21.76,0.89,0.06
21.74,0.89,0.06
21.81,0.79,0.06
21.79,0.79,0.06
21.79,0.79,0.06
21.76,0.79,0.06
21.74,0.79,0.06
21.74,0.79,0.06
21.71,0.79,0.06
21.71,0.79,0.06
21.69,0.79,0.06
21.66,0.84,0.06
21.64,0.84,0.06
21.64,0.84,0.06
21.64,0.84,0.06
21.61,0.84,0.06
21.61,0.84,0.06
21.59,0.84,0.06
22.21,0.89,0.06
22.18,0.89,0.06
22.13,0.89,0.06
22.11,0.89,0.06
20.79,0.99,0.06
20.77,0.99,0.06
20.74,0.99,0.06
20.87,0.84,0.06
20.94,0.84,0.06
22.36,0.89,0.06
22.31,0.89,0.06
22.46,0.89,0.06
22.43,0.89,0.06
21.81,0.79,0.06
21.76,0.79,0.06
21.74,0.79,0.06
21.91,0.84,0.06
21.91,0.84,0.06
21.91,0.84,0.06
21.89,0.84,0.06
21.86,0.84,0.06
21.86,0.84,0.06
21.79,0.89,0.06
21.76,0.89,0.06
21.74,0.89,0.06
21.71,0.89,0.06
21.69,0.89,0.06
21.69,0.89,0.06
21.66,0.89,0.06
22.13,0.79,0.06
22.13,0.79,0.06
22.13,0.79,0.06
22.11,0.79,0.06
22.04,0.79,0.06
22.04,0.79,0.06
22.04,0.79,0.06
22.04,0.79,0.06
22.06,0.79,0.06
22.06,0.79,0.06
21.34,0.79,0.06
21.34,0.79,0.06
21.32,0.79,0.06
21.34,0.79,0.06
21.34,0.79,0.06
21.34,0.79,0.06
21.34,0.79,0.06
21.39,0.79,0.06
21.39,0.79,0.06
21.36,0.79,0.06
21.36,0.79,0.06
20.87,0.84,0.06
20.84,0.84,0.06
20.82,0.84,0.06
20.79,0.84,0.06
20.77,0.84,0.06
20.74,0.84,0.06
20.74,0.84,0.06
20.7,0.84,0.06
20.65,0.84,0.06
20.65,0.84,0.06
20.62,0.84,0.06
21.17,0.84,0.06
21.19,0.84,0.06
21.22,0.84,0.06
21.36,0.84,0.06
22.33,0.79,0.06
22.28,0.79,0.06
22.08,0.84,0.06
22.06,0.84,0.06
22.01,0.84,0.06
22.01,0.84,0.06
21.99,0.84,0.06
21.96,0.84,0.06
21.91,0.84,0.06
21.91,0.84,0.06
21.89,0.84,0.06
21.89,0.84,0.06
21.69,0.84,0.06
21.66,0.79,0.06
21.64,0.79,0.06
21.61,0.79,0.06
22.38,0.79,0.06
22.36,0.79,0.06
22.33,0.79,0.06
22.31,0.79,0.06
22.26,0.79,0.06
22.23,0.79,0.06
22.21,0.79,0.06
22.16,0.79,0.06
22.08,0.79,0.06
22.06,0.79,0.06
22.01,0.79,0.06
21.99,0.79,0.06
21.96,0.79,0.06
21.94,0.79,0.06
21.91,0.79,0.06
21.89,0.79,0.06
21.84,0.79,0.06
21.81,0.79,0.06
22.01,0.79,0.06
22.01,0.79,0.06
21.99,0.79,0.06
21.96,0.79,0.06
21.94,0.79,0.06
20.92,0.89,0.06
20.92,0.89,0.06
20.89,0.89,0.06
20.87,0.89,0.06
20.84,0.89,0.06
20.82,0.89,0.06
20.82,0.89,0.06
20.79,0.89,0.06
20.79,0.89,0.06
20.77,0.89,0.06
20.74,0.89,0.06
20.74,0.89,0.06
20.72,0.89,0.06
20.55,0.94,0.06
20.52,0.94,0.06
20.52,0.94,0.06
20.5,0.94,0.06
20.5,0.94,0.06
20.5,0.94,0.06
20.52,0.94,0.06
20.55,0.94,0.06
21.79,0.89,0.06
21.84,0.79,0.06
21.84,0.79,0.06
21.84,0.79,0.06
21.81,0.79,0.06
21.81,0.79,0.06
21.71,0.79,0.06
21.69,0.79,0.06
21.61,0.79,0.06
21.44,0.79,0.06
21.41,0.79,0.06
21.36,0.84,0.06
21.36,0.84,0.06
21.34,0.84,0.06
21.32,0.84,0.06
21.32,0.84,0.06
21.29,0.84,0.06
21.27,0.84,0.06
21.24,0.84,0.06
21.24,0.84,0.06
21.22,0.84,0.06
21.22,0.84,0.06
21.19,0.84,0.06
21.17,0.94,0.06
21.14,0.94,0.06
22.31,0.79,0.06
22.28,0.79,0.06
22.23,0.79,0.06
22.21,0.79,0.06
22.04,0.79,0.06
22.01,0.79,0.06
21.99,0.79,0.06
21.96,0.79,0.06
21.94,0.79,0.06
21.84,0.79,0.06
21.79,0.84,0.06
21.76,0.84,0.06
21.76,0.84,0.06
21.76,0.84,0.06
20.37,0.84,0.06
20.37,0.94,0.06
22.06,0.84,0.06
22.01,0.84,0.06
21.99,0.84,0.06
21.81,0.84,0.06
21.76,0.84,0.06
21.59,0.84,0.06
21.59,0.84,0.06
21.56,0.84,0.06
21.56,0.79,0.06
21.69,0.84,0.06
21.69,0.84,0.06
21.66,0.84,0.06
21.66,0.84,0.06
21.64,0.84,0.06
21.64,0.84,0.06
21.61,0.84,0.06
21.89,0.79,0.06
21.89,0.79,0.06
21.89,0.79,0.06
21.89,0.79,0.06
21.86,0.84,0.06
21.84,0.84,0.06
21.81,0.84,0.06
21.79,0.84,0.06
21.79,0.84,0.06
21.76,0.84,0.06
21.74,0.84,0.06
21.74,0.84,0.06
21.71,0.84,0.06
21.71,0.84,0.06
21.69,0.84,0.06
21.66,0.89,0.06
21.64,0.89,0.06
21.64,0.89,0.06
21.61,0.89,0.06
21.61,0.89,0.06
21.59,0.89,0.06
21.59,0.89,0.06
21.56,0.89,0.06
21.61,0.79,0.06
21.59,0.79,0.06
21.54,0.79,0.06
21.51,0.79,0.06
21.49,0.79,0.06
22.23,0.79,0.06
22.06,0.79,0.06
22.04,0.79,0.06
21.99,0.79,0.06
21.96,0.79,0.06
21.81,0.84,0.06
21.79,0.84,0.06
21.76,0.84,0.06
21.74,0.84,0.06
21.74,0.84,0.06
21.71,0.84,0.06
21.86,0.79,0.06
21.86,0.79,0.06
21.84,0.79,0.06
21.81,0.79,0.06
21.79,0.79,0.06
21.76,0.79,0.06
21.76,0.79,0.06
20.62,0.84,0.06
20.62,0.84,0.06
20.6,0.84,0.06
20.6,0.84,0.06
20.57,0.84,0.06
20.55,0.84,0.06
20.7,0.94,0.06
20.74,0.94,0.06
23,0.79,0.06
22.7,0.79,0.06
22.43,0.79,0.06
22.23,0.79,0.06
22.16,0.79,0.06
22.11,0.79,0.06
22.11,0.79,0.06
22.08,0.79,0.06
22.06,0.79,0.06
21.96,0.89,0.06
21.94,0.89,0.06
21.91,0.89,0.06
21.89,0.89,0.06
21.86,0.89,0.06
21.84,0.89,0.06
21.81,0.89,0.06
21.79,0.89,0.06
21.74,0.84,0.06
22.04,0.79,0.06
22.04,0.79,0.06
22.01,0.79,0.06
21.99,0.79,0.06
21.96,0.79,0.06
21.94,0.79,0.06
21.91,0.79,0.06
21.89,0.79,0.06
21.86,0.79,0.06
21.69,0.89,0.06
21.66,0.89,0.06
21.64,0.89,0.06
21.64,0.89,0.06
22.16,0.84,0.06
22.13,0.84,0.06
22.11,0.84,0.06
22.08,0.84,0.06
22.04,0.84,0.06
22.01,0.84,0.06
21.99,0.84,0.06
21.96,0.84,0.06
21.91,0.84,0.06
21.89,0.84,0.06
21.86,0.84,0.06
21.84,0.84,0.06
21.79,0.84,0.06
21.74,0.89,0.06
21.71,0.89,0.06
21.71,0.89,0.06
21.69,0.89,0.06
21.66,0.89,0.06
21.66,0.89,0.06
21.66,0.89,0.06
21.64,0.89,0.06
21.64,0.89,0.06
21.64,0.89,0.06
21.64,0.89,0.06
21.61,0.89,0.06
21.89,0.89,0.06
22.83,0.79,0.06
22.78,0.79,0.06
23.1,0.84,0.06
22.9,0.84,0.06
22.88,0.84,0.06
22.88,0.84,0.06
22.85,0.84,0.06
22.83,0.84,0.06
22.8,0.84,0.06
22.78,0.84,0.06
23.28,0.79,0.06
22.28,0.79,0.06
22.26,0.79,0.06
22.23,0.79,0.06
22.21,0.79,0.06
22.18,0.79,0.06
22.16,0.79,0.06
22.13,0.79,0.06
22.11,0.79,0.06
22.11,0.79,0.06
22.08,0.79,0.06
22.06,0.79,0.06
21.84,0.79,0.06
21.84,0.79,0.06
21.81,0.79,0.06
21.81,0.79,0.06
21.79,0.79,0.06
21.76,0.79,0.06
21.76,0.79,0.06
21.74,0.79,0.06
21.71,0.79,0.06
21.71,0.79,0.06
21.69,0.79,0.06
21.66,0.79,0.06
21.64,0.79,0.06
21.41,0.89,0.06
21.41,0.89,0.06
21.39,0.89,0.06
21.39,0.89,0.06
21.39,0.89,0.06
21.39,0.89,0.06
21.39,0.89,0.06
21.41,0.89,0.06
21.41,0.89,0.06
22.75,0.79,0.06
22.75,0.79,0.06
22.73,0.79,0.06
22.7,0.79,0.06
22.66,0.79,0.06
22.63,0.79,0.06
22.61,0.79,0.06
22.61,0.79,0.06
22.58,0.79,0.06
22.33,0.79,0.06
23,0.79,0.06
22.98,0.79,0.06
22.93,0.79,0.06
22.9,0.79,0.06
22.88,0.79,0.06
22.83,0.79,0.06
22.8,0.79,0.06
22.75,0.79,0.06
22.73,0.79,0.06
22.68,0.79,0.06
22.66,0.79,0.06
22.63,0.79,0.06
22.56,0.79,0.06
22.53,0.79,0.06
22.53,0.79,0.06
22.56,0.79,0.06
22.56,0.79,0.06
22.58,0.79,0.06
22.61,0.79,0.06
22.61,0.79,0.06
23.2,0.79,0.06
23.1,0.79,0.06
23.38,0.79,0.06
23.38,0.79,0.06
23.35,0.79,0.06
23.35,0.79,0.06
23.35,0.79,0.06
23.35,0.79,0.06
23.33,0.79,0.06
23.33,0.79,0.06
23.3,0.79,0.06
23.28,0.79,0.06
23.25,0.79,0.06
23.2,0.79,0.06
23.18,0.79,0.06
23.13,0.79,0.06
23.1,0.79,0.06
23.05,0.79,0.06
23.03,0.79,0.06
22.41,0.89,0.06
22.33,0.89,0.06
22.31,0.89,0.06
22.28,0.89,0.06
22.26,0.89,0.06
22.21,0.89,0.06
22.01,0.84,0.06
22.06,0.84,0.06
22.08,0.84,0.06
22.08,0.84,0.06
22.08,0.84,0.06
21.96,0.79,0.06
21.94,0.79,0.06
21.91,0.79,0.06
21.89,0.79,0.06
21.89,0.79,0.06
21.86,0.79,0.06
21.84,0.79,0.06
21.84,0.79,0.06
23.47,0.79,0.06
23.42,0.79,0.06
23.38,0.79,0.06
23.33,0.79,0.06
23.28,0.79,0.06
23.23,0.79,0.06
23.18,0.79,0.06
22.98,0.79,0.06
22.95,0.79,0.06
22.93,0.79,0.06
22.9,0.79,0.06
22.88,0.79,0.06
22.88,0.79,0.06
22.85,0.79,0.06
22.85,0.79,0.06
22.83,0.79,0.06
22.83,0.79,0.06
22.83,0.79,0.06
22.78,0.79,0.06
22.78,0.79,0.06
22.75,0.79,0.06
22.73,0.79,0.06
22.7,0.79,0.06
22.7,0.79,0.06
22.68,0.79,0.06
22.66,0.79,0.06
22.63,0.79,0.06
22.41,0.79,0.06
22.38,0.79,0.06
22.36,0.79,0.06
22.36,0.79,0.06
22.36,0.79,0.06
22.36,0.79,0.06
22.38,0.79,0.06
22.38,0.79,0.06
22.41,0.79,0.06
22.41,0.79,0.06
22.43,0.79,0.06
22.43,0.79,0.06
22.48,0.79,0.06
22.51,0.79,0.06
22.51,0.79,0.06
22.48,0.79,0.06
22.48,0.79,0.06
22.46,0.79,0.06
22.46,0.79,0.06
22.43,0.79,0.06
22.41,0.79,0.06
22.38,0.79,0.06
22.36,0.79,0.06
22.36,0.79,0.06
21.91,0.79,0.06
21.89,0.79,0.06
21.84,0.79,0.06
21.81,0.79,0.06
21.79,0.79,0.06
21.79,0.79,0.06
23.3,0.79,0.06
23.25,0.79,0.06
23.23,0.79,0.06
23.2,0.79,0.06
23.15,0.79,0.06
23.13,0.79,0.06
23.1,0.79,0.06
23,0.79,0.06
22.98,0.79,0.06
22.95,0.79,0.06
22.93,0.79,0.06
22.93,0.79,0.06
23.45,0.74,0.06
23.4,0.74,0.06
23.38,0.74,0.06
23.33,0.74,0.06
23.28,0.74,0.06
23.23,0.74,0.06
23.18,0.74,0.06
23,0.79,0.06
22.95,0.79,0.06
22.93,0.79,0.06
22.9,0.79,0.06
22.88,0.79,0.06
22.85,0.79,0.06
22.83,0.79,0.06
22.8,0.79,0.06
22.78,0.79,0.06
22.7,0.79,0.06
22.68,0.79,0.06
22.66,0.79,0.06
22.63,0.79,0.06
22.61,0.79,0.06
22.58,0.79,0.06
22.58,0.79,0.06
22.56,0.79,0.06
22.53,0.79,0.06
22.51,0.79,0.06
22.48,0.79,0.06
22.48,0.79,0.06
23.28,0.79,0.06
23.25,0.79,0.06
23.8,0.79,0.06
23.77,0.79,0.06
23.72,0.79,0.06
23.7,0.79,0.06
23.65,0.79,0.06
22.63,0.79,0.06
22.63,0.79,0.06
22.61,0.79,0.06
22.61,0.79,0.06
22.58,0.79,0.06
22.56,0.79,0.06
22.56,0.79,0.06
22.53,0.79,0.06
22.51,0.79,0.06
22.48,0.79,0.06
22.48,0.79,0.06
22.46,0.79,0.06
21.84,0.94,0.06
23.72,0.79,0.06
23.7,0.79,0.06
23.65,0.79,0.06
23.62,0.79,0.06
23.57,0.79,0.06
23.47,0.74,0.06
23.45,0.74,0.06
23.4,0.74,0.06
23.38,0.74,0.06
23.33,0.74,0.06
23.3,0.74,0.06
23.28,0.74,0.06
23.7,0.79,0.06
23.7,0.79,0.06
23.67,0.79,0.06
23.67,0.79,0.06
23.6,0.79,0.06
22.06,0.79,0.06
22.06,0.79,0.06
22.04,0.79,0.06
22.01,0.79,0.06
21.99,0.79,0.06
21.99,0.79,0.06
21.94,0.79,0.06
21.94,0.79,0.06
21.89,0.79,0.06
21.86,0.79,0.06
21.84,0.79,0.06
21.81,0.79,0.06
21.76,0.79,0.06
21.76,0.79,0.06
24.07,0.79,0.06
24.05,0.79,0.06
24,0.79,0.06
23.95,0.79,0.06
23.9,0.79,0.06
23.8,0.79,0.06
23.77,0.79,0.06
23.72,0.79,0.06
23.7,0.79,0.06
23.77,0.79,0.06
23.77,0.89,0.06
23.7,0.79,0.06
23.67,0.79,0.06
23.65,0.79,0.06
23.45,0.79,0.06
23.42,0.79,0.06
23.4,0.79,0.06
23.38,0.79,0.06
23.35,0.79,0.06
23.33,0.79,0.06
23.3,0.79,0.06
23.28,0.79,0.06
23.23,0.79,0.06
23.2,0.79,0.06
23.18,0.79,0.06
23.15,0.79,0.06
22.46,0.79,0.06
22.46,0.79,0.06
22.43,0.79,0.06
22.43,0.79,0.06
22.41,0.79,0.06
22.38,0.79,0.06
22.36,0.79,0.06
22.33,0.79,0.06
22.33,0.84,0.06
22.36,0.84,0.06
22.36,0.84,0.06
22.38,0.84,0.06
22.41,0.84,0.06
22.43,0.84,0.06
22.46,0.84,0.06
22.48,0.84,0.06
22.51,0.84,0.06
22.41,0.84,0.06
22.41,0.84,0.06
22.38,0.84,0.06
22.36,0.84,0.06
22.33,0.84,0.06
22.31,0.84,0.06
22.31,0.84,0.06
22.28,0.84,0.06
22.26,0.84,0.06
22.23,0.84,0.06
22.23,0.84,0.06
22.21,0.84,0.06
23.85,0.79,0.06
23.82,0.79,0.06
23.82,0.79,0.06
23.72,0.79,0.06
23.7,0.79,0.06
23.67,0.79,0.06
23.62,0.79,0.06
23.6,0.79,0.06
23.57,0.79,0.06
23.52,0.79,0.06
23.5,0.79,0.06
23.95,0.79,0.06
23.92,0.79,0.06
23.87,0.79,0.06
23.87,0.79,0.06
23.82,0.79,0.06
23.8,0.79,0.06
23.75,0.79,0.06
22.85,0.84,0.06
22.8,0.84,0.06
23.18,0.79,0.06
23.2,0.79,0.06
23.25,0.79,0.06
23.97,0.79,0.06
23.92,0.79,0.06
23.85,0.79,0.06
23.82,0.79,0.06
23.8,0.79,0.06
23.77,0.79,0.06
23.75,0.79,0.06
23.72,0.79,0.06
23.7,0.79,0.06
23.65,0.79,0.06
23.62,0.79,0.06
23.6,0.79,0.06
23.55,0.79,0.06
23.52,0.79,0.06
23.52,0.79,0.06
23.52,0.79,0.06
23.5,0.79,0.06
23.47,0.79,0.06
23.45,0.79,0.06
23.42,0.79,0.06
23.4,0.79,0.06
23.35,0.79,0.06
23.33,0.79,0.06
23.33,0.79,0.06
24.02,0.79,0.06
23.95,0.79,0.06
23.9,0.79,0.06
22.11,0.84,0.06
24.14,0.79,0.06
24.07,0.79,0.06
23.5,0.74,0.06
23.5,0.74,0.06
23.47,0.74,0.06
23.45,0.74,0.06
23.42,0.74,0.06
23.4,0.74,0.06
23.38,0.74,0.06
23.35,0.74,0.06
23.33,0.74,0.06
23.3,0.74,0.06
23.28,0.74,0.06
23.23,0.74,0.06
22.53,0.84,0.06
22.51,0.84,0.06
22.51,0.84,0.06
22.51,0.84,0.06
22.56,0.84,0.06
22.95,0.84,0.06
22.98,0.84,0.06
24.02,0.79,0.06
23.97,0.79,0.06
24.09,0.79,0.06
24.07,0.79,0.06
24.02,0.79,0.06
23.95,0.79,0.06
23.9,0.79,0.06
23.85,0.79,0.06
23.8,0.79,0.06
24.19,0.79,0.06
24,0.79,0.06
23.92,0.79,0.06
23.9,0.79,0.06
22.66,0.79,0.06
22.63,0.79,0.06
22.63,0.79,0.06
22.61,0.74,0.06
22.58,0.74,0.06
22.58,0.74,0.06
22.56,0.74,0.06
22.53,0.74,0.06
22.51,0.74,0.06
22.46,0.74,0.06
22.43,0.74,0.06
24.05,0.79,0.06
24.07,0.7,0.06
24.02,0.7,0.06
23.97,0.7,0.06
23.95,0.7,0.06
23.9,0.7,0.06
23.87,0.7,0.06
24.17,0.79,0.06
24.14,0.79,0.06
24.09,0.79,0.06
24,0.79,0.06
23.95,0.79,0.06
23.9,0.79,0.06
23.7,0.79,0.06
23.67,0.79,0.06
23.62,0.79,0.06
23.6,0.79,0.06
23.57,0.79,0.06
23.52,0.79,0.06
23.5,0.79,0.06
23.47,0.79,0.06
23.45,0.79,0.06
23.4,0.79,0.06
23.38,0.79,0.06
23.35,0.79,0.06
22.9,0.84,0.06
22.9,0.84,0.06
22.88,0.84,0.06
22.85,0.84,0.06
22.85,0.84,0.06
23.95,0.79,0.06
23.9,0.79,0.06
23.87,0.74,0.06
23.87,0.74,0.06
23.87,0.74,0.06
23.77,0.79,0.06
23.75,0.79,0.06
23.72,0.79,0.06
23.7,0.79,0.06
23.67,0.79,0.06
23.67,0.79,0.06
23.65,0.79,0.06
23.65,0.79,0.06
23.6,0.79,0.06
23.6,0.79,0.06
23.3,0.7,0.06
23.23,0.7,0.06
23.08,0.79,0.06
23.05,0.79,0.06
23.05,0.79,0.06
23.05,0.79,0.06
23.08,0.79,0.06
23.08,0.79,0.06
23.1,0.79,0.06
23.13,0.79,0.06
23.15,0.79,0.06
23.18,0.79,0.06
23.2,0.79,0.06
24.29,0.7,0.06
24.32,0.7,0.06
24.29,0.7,0.06
23.97,0.79,0.06
23.52,0.79,0.06
23.47,0.79,0.06
23.45,0.79,0.06
23.42,0.79,0.06
23.38,0.79,0.06
23.35,0.79,0.06
23.33,0.79,0.06
23.3,0.79,0.06
23.28,0.79,0.06
23.25,0.79,0.06
23.23,0.79,0.06
23.2,0.79,0.06
23.62,0.79,0.06
23.6,0.79,0.06
23.57,0.79,0.06
23.55,0.79,0.06
23.52,0.79,0.06
23.5,0.79,0.06
23.47,0.79,0.06
23.45,0.79,0.06
23.4,0.79,0.06
23.38,0.79,0.06
23.35,0.79,0.06
23.33,0.79,0.06
24.44,0.7,0.06
24.42,0.7,0.06
24.37,0.7,0.06
24.34,0.7,0.06
24.32,0.7,0.06
24.27,0.7,0.06
24.24,0.7,0.06
24.22,0.7,0.06
24.19,0.7,0.06
24.17,0.7,0.06
24.14,0.7,0.06
24.09,0.7,0.06
23.72,0.79,0.06
23.75,0.79,0.06
23.77,0.79,0.06
23.77,0.79,0.06
23.77,0.79,0.06
23.77,0.79,0.06
23.77,0.79,0.06
23.75,0.79,0.06
23.75,0.79,0.06
23.77,0.74,0.06
23.8,0.74,0.06
23.82,0.74,0.06
23.67,0.79,0.06
23.65,0.79,0.06
23.62,0.79,0.06
23.62,0.79,0.06
23.6,0.79,0.06
23.57,0.79,0.06
23.55,0.79,0.06
23.52,0.79,0.06
23.5,0.79,0.06
23.47,0.79,0.06
23.42,0.79,0.06
23.4,0.79,0.06
23.38,0.74,0.06
24.72,0.74,0.06
24.69,0.74,0.06
24.67,0.74,0.06
24.64,0.74,0.06
24.14,0.65,0.06
22.88,0.79,0.06
22.85,0.74,0.06
22.85,0.79,0.06
22.85,0.79,0.06
22.85,0.79,0.06
22.88,0.79,0.06
22.88,0.79,0.06
24.47,0.74,0.06
24.44,0.74,0.06
24.42,0.74,0.06
24.39,0.74,0.06
24.37,0.74,0.06
24.34,0.74,0.06
24.32,0.74,0.06
24.02,0.79,0.06
23.05,0.84,0.06
23.03,0.84,0.06
23,0.84,0.06
23.4,0.79,0.06
23.42,0.79,0.06
23.45,0.79,0.06
23.45,0.79,0.06
23.45,0.79,0.06
24.12,0.79,0.06
24.09,0.79,0.06
24.07,0.79,0.06
24.02,0.79,0.06
23.97,0.79,0.06
23.85,0.79,0.06
23.85,0.79,0.06
23.82,0.79,0.06
23.8,0.79,0.06
23.77,0.79,0.06
23.75,0.79,0.06
23.72,0.79,0.06
23.7,0.79,0.06
23.67,0.79,0.06
23.65,0.79,0.06
24.02,0.79,0.06
24,0.79,0.06
23.95,0.79,0.06
23.92,0.79,0.06
23.9,0.79,0.06
23.87,0.79,0.06
23.33,0.79,0.06
23.35,0.79,0.06
23.38,0.79,0.06
23.38,0.79,0.06
23.4,0.79,0.06
23.4,0.79,0.06
23.4,0.79,0.06
23.4,0.79,0.06
23.38,0.79,0.06
23.38,0.79,0.06
23.35,0.79,0.06
23.33,0.79,0.06
23.3,0.79,0.06
23.3,0.79,0.06
23.28,0.79,0.06
23.25,0.79,0.06
23.23,0.79,0.06
23.2,0.79,0.06
23.2,0.79,0.06
22.98,0.79,0.06
22.95,0.79,0.06
22.95,0.79,0.06
22.95,0.79,0.06
23.5,0.89,0.06
23.65,0.79,0.06
24.12,0.79,0.06
23.38,0.7,0.06
23.35,0.7,0.06
23.28,0.79,0.06
23.28,0.79,0.06
23.3,0.79,0.06
23.3,0.79,0.06
23.33,0.79,0.06
23.35,0.79,0.06
23.35,0.79,0.06
23.38,0.79,0.06
23.33,0.79,0.06
23.3,0.79,0.06
23.3,0.79,0.06
23.28,0.79,0.06
23.25,0.79,0.06
23.23,0.79,0.06
23.23,0.79,0.06
23.2,0.79,0.06
23.18,0.79,0.06
23.15,0.79,0.06
23.15,0.79,0.06
23.13,0.79,0.06
22.73,0.84,0.06
