Water Temperature (°C),Total Flow (l/h),Dose (l/h)
20.1,1.69,0.11
20.07,1.69,0.11
20.05,1.69,0.11
20.03,1.69,0.11
20,1.69,0.11
19.73,1.74,0.11
19.73,1.74,0.11
19.73,1.74,0.11
19.7,1.74,0.11
19.7,1.74,0.11
19.68,1.74,0.11
19.68,1.74,0.11
19.65,1.74,0.11
18.71,1.74,0.11
18.76,1.74,0.11
18.86,1.74,0.11
18.96,1.74,0.11
19.16,1.84,0.11
20.35,1.69,0.11
20.3,1.74,0.11
20.27,1.74,0.11
20.25,1.74,0.11
20.2,1.74,0.11
19.26,1.79,0.11
19.23,1.79,0.11
19.21,1.79,0.11
19.7,1.79,0.11
19.73,1.79,0.11
19.75,1.79,0.11
20.5,1.74,0.11
20.45,1.74,0.11
20.4,1.74,0.11
20.32,1.74,0.11
19.7,1.79,0.11
19.73,1.79,0.11
19.75,1.79,0.11
19.85,1.64,0.11
19.93,1.79,0.11
20.05,1.69,0.11
19.98,1.74,0.11
19.98,1.74,0.11
19.95,1.74,0.11
19.88,1.84,0.11
19.85,1.84,0.11
19.83,1.84,0.11
19.23,1.79,0.11
19.26,1.79,0.11
19.28,1.79,0.11
19.31,1.79,0.11
19.33,1.79,0.11
19.36,1.79,0.11
19.23,1.79,0.11
20.62,1.59,0.11
20.62,1.59,0.11
20.07,1.74,0.11
20.07,1.74,0.11
20.07,1.74,0.11
20.07,1.74,0.11
20.05,1.74,0.11
20.05,1.74,0.11
20,1.74,0.11
20,1.74,0.11
19.9,1.79,0.11
19.88,1.79,0.11
19.83,1.79,0.11
19.01,1.74,0.11
19.06,1.74,0.11
19.11,1.74,0.11
19.16,1.74,0.11
19.21,1.74,0.11
19.5,1.84,0.11
19.55,1.84,0.11
19.63,1.84,0.11
20.2,1.74,0.11
20.25,1.69,0.11
20.27,1.69,0.11
20.3,1.69,0.11
20.42,1.79,0.11
20.42,1.69,0.11
20.4,1.69,0.11
20.37,1.69,0.11
20.35,1.69,0.11
20.32,1.69,0.11
19.03,1.84,0.11
19.03,1.84,0.11
19.03,1.84,0.11
19.03,1.84,0.11
19.03,1.84,0.11
20.12,1.79,0.11
20.1,1.79,0.11
20.1,1.79,0.11
20.05,1.79,0.11
20.03,1.79,0.11
19.85,1.69,0.11
19.83,1.69,0.11
19.58,1.79,0.11
19.63,1.79,0.11
19.11,1.84,0.11
19.11,1.84,0.11
19.13,1.84,0.11
19.16,1.84,0.11
19.18,1.84,0.11
20.1,1.79,0.11
20.12,1.79,0.11
20.12,1.79,0.11
19.98,1.69,0.11
19.98,1.69,0.11
19.98,1.69,0.11
20,1.69,0.11
20,1.69,0.11
20,1.69,0.11
20.03,1.69,0.11
20.2,1.79,0.11
20.22,1.79,0.11
18.56,1.84,0.11
18.61,1.84,0.11
18.66,1.84,0.11
18.73,1.84,0.11
18.81,1.84,0.11
18.88,1.84,0.11
19.9,1.74,0.11
19.95,1.74,0.11
19.98,1.74,0.11
20.1,1.69,0.11
20.07,1.69,0.11
19.93,1.69,0.11
19.63,1.79,0.11
19.6,1.79,0.11
19.55,1.69,0.11
19.88,1.74,0.11
19.85,1.74,0.11
19.83,1.74,0.11
19.83,1.74,0.11
19.8,1.74,0.11
19.78,1.74,0.11
19.73,1.84,0.11
19.73,1.84,0.11
19.73,1.84,0.11
19.63,1.74,0.11
19.63,1.74,0.11
19.63,1.74,0.11
19.63,1.74,0.11
19.63,1.84,0.11
19.63,1.84,0.11
19.65,1.84,0.11
19.65,1.84,0.11
19.65,1.84,0.11
19.68,1.84,0.11
19.68,1.84,0.11
19.68,1.84,0.11
19.68,1.84,0.11
19.68,1.74,0.11
20.22,1.79,0.11
20.17,1.69,0.11
20.17,1.69,0.11
20.17,1.69,0.11
20.2,1.69,0.11
20.2,1.69,0.11
20.05,1.74,0.11
20.05,1.74,0.11
20.05,1.74,0.11
20.05,1.74,0.11
19.98,1.69,0.11
19.98,1.69,0.11
19.95,1.69,0.11
19.95,1.69,0.11
19.95,1.74,0.11
19.95,1.74,0.11
19.98,1.74,0.11
20.77,1.59,0.11
20.55,1.64,0.11
20.35,1.79,0.11
20.3,1.79,0.11
20.27,1.79,0.11
20.25,1.79,0.11
20.22,1.79,0.11
20.15,1.69,0.11
20.15,1.69,0.11
20.27,1.69,0.11
20.27,1.69,0.11
20.3,1.69,0.11
20.3,1.74,0.11
20.3,1.74,0.11
20.3,1.74,0.11
20.27,1.74,0.11
20.2,1.79,0.11
20.17,1.79,0.11
20.1,1.74,0.11
20.12,1.74,0.11
20.17,1.74,0.11
20.2,1.79,0.11
20.2,1.79,0.11
20.2,1.79,0.11
20.32,1.79,0.11
20.32,1.79,0.11
20.35,1.79,0.11
19.9,1.69,0.11
19.55,1.69,0.11
19.6,1.69,0.11
18.49,1.84,0.11
18.54,1.84,0.11
18.64,1.79,0.11
18.73,1.79,0.11
18.81,1.79,0.11
18.91,1.79,0.11
19.01,1.79,0.11
19.88,1.74,0.11
19.9,1.74,0.11
19.93,1.74,0.11
19.95,1.74,0.11
20.97,1.69,0.11
20.74,1.74,0.11
20.72,1.74,0.11
20.7,1.74,0.11
20.67,1.74,0.11
20.65,1.74,0.11
20.6,1.59,0.11
20.5,1.69,0.11
20.47,1.69,0.11
20.47,1.69,0.11
20.4,1.79,0.11
20.37,1.79,0.11
21.07,1.54,0.11
21.49,1.64,0.11
21.66,1.59,0.11
21.59,1.59,0.11
21.54,1.59,0.11
19.7,1.79,0.11
18.96,1.74,0.11
21.04,1.69,0.11
21.04,1.69,0.11
21.02,1.69,0.11
20.92,1.74,0.11
20.84,1.74,0.11
20.6,1.79,0.11
20.5,1.69,0.11
20.47,1.69,0.11
20.47,1.69,0.11
20.5,1.74,0.11
20.47,1.74,0.11
19.65,1.79,0.11
19.68,1.79,0.11
19.7,1.79,0.11
20.3,1.69,0.11
20.32,1.69,0.11
20.32,1.69,0.11
20.32,1.69,0.11
20,1.69,0.11
20.03,1.69,0.11
20.03,1.69,0.11
20.03,1.69,0.11
20.05,1.69,0.11
20.07,1.69,0.11
20.1,1.74,0.11
20.12,1.74,0.11
20.12,1.74,0.11
20.15,1.74,0.11
20.82,1.64,0.11
20.77,1.64,0.11
20.74,1.64,0.11
20.72,1.64,0.11
20.57,1.74,0.11
20.55,1.74,0.11
20.52,1.74,0.11
20.35,1.79,0.11
20.32,1.79,0.11
20.3,1.79,0.11
20.27,1.79,0.11
19.83,1.74,0.11
19.85,1.74,0.11
19.85,1.74,0.11
19.85,1.74,0.11
19.88,1.74,0.11
19.88,1.74,0.11
19.9,1.74,0.11
19.9,1.74,0.11
19.93,1.84,0.11
21.09,1.74,0.11
20.27,1.74,0.11
20.25,1.74,0.11
20.25,1.74,0.11
20.4,1.74,0.11
20.42,1.74,0.11
20.45,1.74,0.11
19.95,1.74,0.11
20,1.74,0.11
20.05,1.74,0.11
20.1,1.74,0.11
20.15,1.74,0.11
20.2,1.74,0.11
20.25,1.74,0.11
20.3,1.74,0.11
19.93,1.74,0.11
19.9,1.74,0.11
19.88,1.74,0.11
19.88,1.74,0.11
21.46,1.64,0.11
21.41,1.64,0.11
21.36,1.64,0.11
21.24,1.59,0.11
21.24,1.59,0.11
21.22,1.69,0.11
21.19,1.69,0.11
20.79,1.74,0.11
20.94,1.64,0.11
20.97,1.64,0.11
20.99,1.64,0.11
21.04,1.64,0.11
21.07,1.64,0.11
21.09,1.64,0.11
21.07,1.64,0.11
20.72,1.69,0.11
21.02,1.59,0.11
21.04,1.59,0.11
20.65,1.74,0.11
21.07,1.64,0.11
21.07,1.64,0.11
21.09,1.64,0.11
21.09,1.64,0.11
21.09,1.49,0.11
20.79,1.64,0.11
20.79,1.64,0.11
20.77,1.64,0.11
20.77,1.64,0.11
21.66,1.54,0.11
21.66,1.54,0.11
21.61,1.59,0.11
21.59,1.59,0.11
21.56,1.59,0.11
21.56,1.59,0.11
21.56,1.59,0.11
21.51,1.64,0.11
21.34,1.59,0.11
21.34,1.59,0.11
19.5,1.69,0.11
19.6,1.69,0.11
19.7,1.69,0.11
21.61,1.69,0.11
21.56,1.69,0.11
20.55,1.69,0.11
20.57,1.69,0.11
20.57,1.69,0.11
20.6,1.69,0.11
20.62,1.69,0.11
20.65,1.69,0.11
20.67,1.69,0.11
20.74,1.69,0.11
20.7,1.69,0.11
20.17,1.74,0.11
20.17,1.74,0.11
20.2,1.74,0.11
20.84,1.69,0.11
20.82,1.64,0.11
20.82,1.64,0.11
20.82,1.64,0.11
20.87,1.64,0.11
20.92,1.64,0.11
22.11,1.59,0.11
22.11,1.59,0.11
22.11,1.59,0.11
22.08,1.59,0.11
19.53,1.74,0.11
19.55,1.79,0.11
20,1.64,0.11
20.07,1.64,0.11
21.32,1.64,0.11
21.32,1.64,0.11
21.29,1.64,0.11
21.34,1.64,0.11
21.36,1.64,0.11
21.41,1.64,0.11
21.41,1.64,0.11
21.44,1.64,0.11
20.65,1.69,0.11
20.62,1.69,0.11
20.6,1.69,0.11
20.57,1.69,0.11
20.97,1.69,0.11
21.02,1.69,0.11
20.72,1.69,0.11
20.72,1.69,0.11
20.74,1.69,0.11
20.77,1.69,0.11
20.82,1.69,0.11
21.07,1.54,0.11
21.09,1.54,0.11
21.12,1.54,0.11
21.14,1.54,0.11
21.17,1.54,0.11
21.22,1.54,0.11
21.24,1.54,0.11
21.29,1.54,0.11
20.79,1.59,0.11
20.79,1.59,0.11
20.79,1.69,0.11
20.82,1.69,0.11
20.84,1.69,0.11
20.87,1.69,0.11
20.89,1.69,0.11
19.58,1.64,0.11
19.68,1.64,0.11
20.07,1.69,0.11
20.2,1.69,0.11
20.32,1.69,0.11
21.69,1.54,0.11
21.66,1.54,0.11
21.61,1.59,0.11
21.59,1.59,0.11
21.56,1.59,0.11
21.54,1.59,0.11
21.49,1.64,0.11
21.86,1.49,0.11
21.89,1.49,0.11
21.91,1.49,0.11
21.91,1.49,0.11
21.91,1.49,0.11
21.91,1.49,0.11
21.89,1.49,0.11
21.89,1.49,0.11
21.81,1.54,0.11
20.12,1.64,0.11
20.15,1.64,0.11
20.17,1.64,0.11
20.2,1.64,0.11
20.22,1.64,0.11
20.27,1.64,0.11
20.3,1.64,0.11
20.37,1.54,0.11
20.45,1.54,0.11
22.11,1.59,0.11
22.06,1.59,0.11
22.01,1.59,0.11
21.96,1.59,0.11
21.71,1.64,0.11
21.69,1.64,0.11
21.86,1.54,0.11
21.84,1.54,0.11
21.81,1.54,0.11
21.79,1.54,0.11
21.76,1.54,0.11
21.59,1.64,0.11
21.56,1.64,0.11
21.54,1.64,0.11
21.51,1.64,0.11
22.9,1.54,0.11
20.25,1.69,0.11
20.3,1.69,0.11
22.41,1.59,0.11
22.13,1.59,0.11
22.13,1.59,0.11
22.13,1.59,0.11
21.79,1.64,0.11
21.07,1.59,0.11
21.09,1.59,0.11
21.14,1.59,0.11
21.19,1.59,0.11
21.24,1.59,0.11
22.06,1.59,0.11
22.04,1.59,0.11
22.04,1.59,0.11
22.13,1.49,0.11
22.08,1.49,0.11
22.04,1.49,0.11
22.01,1.49,0.11
21.99,1.49,0.11
21.56,1.64,0.11
21.54,1.64,0.11
21.17,1.69,0.11
21.81,1.49,0.11
21.81,1.49,0.11
21.81,1.49,0.11
20.25,1.64,0.11
20.27,1.64,0.11
20.35,1.64,0.11
20.42,1.64,0.11
22.04,1.64,0.11
22.18,1.59,0.11
22.08,1.59,0.11
22.04,1.59,0.11
22.01,1.59,0.11
21.66,1.64,0.11
21.41,1.59,0.11
21.44,1.59,0.11
21.64,1.59,0.11
21.91,1.59,0.11
21.96,1.59,0.11
22.63,1.54,0.11
22.16,1.54,0.11
22.13,1.54,0.11
22.08,1.54,0.11
21.79,1.59,0.11
21.74,1.59,0.11
21.69,1.59,0.11
21.79,1.59,0.11
21.81,1.59,0.11
21.81,1.59,0.11
21.81,1.59,0.11
21.79,1.64,0.11
21.36,1.64,0.11
21.34,1.64,0.11
21.34,1.64,0.11
22.46,1.54,0.11
22.43,1.54,0.11
22.41,1.54,0.11
22.38,1.54,0.11
20.2,1.74,0.11
22.41,1.59,0.11
22.31,1.59,0.11
22.26,1.59,0.11
22.01,1.54,0.11
22.04,1.54,0.11
21.91,1.59,0.11
21.91,1.59,0.11
21.94,1.49,0.11
21.84,1.59,0.11
21.49,1.59,0.11
21.49,1.59,0.11
21.51,1.59,0.11
22.13,1.59,0.11
22.11,1.59,0.11
22.06,1.59,0.11
20.67,1.69,0.11
20.72,1.69,0.11
20.77,1.69,0.11
20.82,1.69,0.11
21.91,1.59,0.11
21.91,1.59,0.11
21.86,1.54,0.11
21.36,1.64,0.11
21.36,1.64,0.11
20.27,1.69,0.11
20.3,1.69,0.11
20.35,1.69,0.11
20.4,1.69,0.11
20.45,1.69,0.11
20.57,1.59,0.11
20.62,1.59,0.11
20.7,1.59,0.11
20.77,1.59,0.11
20.84,1.59,0.11
20.92,1.59,0.11
20.97,1.59,0.11
22.53,1.54,0.11
22.51,1.54,0.11
22.48,1.54,0.11
22.43,1.54,0.11
22.41,1.54,0.11
22.36,1.54,0.11
21.94,1.54,0.11
21.94,1.54,0.11
21.91,1.54,0.11
21.74,1.59,0.11
22.01,1.49,0.11
21.99,1.59,0.11
21.99,1.59,0.11
20.57,1.69,0.11
21.81,1.49,0.11
21.79,1.49,0.11
21.76,1.49,0.11
21.79,1.54,0.11
21.76,1.59,0.11
21.79,1.59,0.11
21.79,1.59,0.11
21.81,1.59,0.11
21.81,1.59,0.11
21.86,1.59,0.11
21.86,1.59,0.11
21.86,1.59,0.11
21.86,1.59,0.11
21.66,1.64,0.11
21.66,1.49,0.11
21.66,1.49,0.11
21.66,1.49,0.11
21.94,1.59,0.11
21.91,1.59,0.11
21.89,1.59,0.11
21.89,1.59,0.11
21.84,1.59,0.11
21.86,1.59,0.11
21.56,1.39,0.11
21.59,1.54,0.11
21.46,1.64,0.11
21.46,1.64,0.11
22.31,1.54,0.11
22.28,1.54,0.11
22.26,1.54,0.11
21.89,1.54,0.11
21.89,1.54,0.11
21.89,1.54,0.11
21.89,1.54,0.11
21.22,1.64,0.11
21.29,1.64,0.11
21.32,1.64,0.11
21.41,1.54,0.11
23.05,1.49,0.11
23.08,1.49,0.11
23.08,1.49,0.11
23.08,1.49,0.11
22.04,1.54,0.11
22.08,1.54,0.11
22.08,1.54,0.11
22.11,1.59,0.11
22.11,1.59,0.11
22.08,1.59,0.11
22.06,1.59,0.11
21.79,1.54,0.11
22.98,1.44,0.11
22.85,1.39,0.11
23.15,1.39,0.11
23.45,1.29,0.11
23.62,1.24,0.11
23.45,1.34,0.11
24.24,1.24,0.11
23.15,1.44,0.11
23.82,1.39,0.11
23.72,1.29,0.11
24.42,1.39,0.11
22.9,1.39,0.11
24.09,1.29,0.11
23.08,1.49,0.11
24.49,1.34,0.11
23.67,1.39,0.11
24.61,1.14,0.11
24.22,1.29,0.11
22.98,1.49,0.11
24.27,1.34,0.11
24.34,1.24,0.11
24.72,1.24,0.11
23.4,1.39,0.11
23.18,1.44,0.11
24.59,1.24,0.11
25.04,1.24,0.11
24.74,1.29,0.11
24.79,1.29,0.11
24.81,1.29,0.11
24.81,1.29,0.11
24.79,1.29,0.11
24.79,1.29,0.11
24.76,1.29,0.11
24.74,1.29,0.11
24.72,1.29,0.11
25.04,1.14,0.11
24.37,1.29,0.11
24.99,1.24,0.11
24.96,1.29,0.11
24.94,1.24,0.11
25.11,1.29,0.11
25.21,1.19,0.11
25.24,1.19,0.11
25.24,1.19,0.11
25.24,1.19,0.11
25.21,1.19,0.11
25.21,1.19,0.11
25.21,1.19,0.11
25.21,1.19,0.11
25.21,1.19,0.11
25.09,1.19,0.11
25.09,1.19,0.11
25.09,1.19,0.11
25.09,1.19,0.11
25.09,1.19,0.11
25.06,1.19,0.11
24.91,1.34,0.11
24.89,1.24,0.11
24.89,1.24,0.11
24.91,1.24,0.11
25.34,1.24,0.11
25.36,1.24,0.11
25.41,1.24,0.11
24.76,1.29,0.11
24.74,1.29,0.11
24.74,1.29,0.11
24.72,1.29,0.11
24.72,1.29,0.11
24.69,1.29,0.11
24.69,1.29,0.11
24.67,1.29,0.11
24.67,1.29,0.11
24.64,1.29,0.11
23.72,1.34,0.11
25.19,1.24,0.11
25.19,1.19,0.11
25.19,1.19,0.11
25.19,1.19,0.11
24.99,1.19,0.11
24.91,1.24,0.11
25.01,1.19,0.11
24.99,1.14,0.11
23.97,1.34,0.11
25.01,1.24,0.11
24.32,1.34,0.11
24.19,1.34,0.11
24.07,1.34,0.11
24.47,1.29,0.11
24.47,1.24,0.11
23.95,1.39,0.11
24.37,1.34,0.11
24.17,1.34,0.11
24.02,1.34,0.11
23.82,1.39,0.11
24.39,1.24,0.11
24,1.29,0.11
23.8,1.34,0.11
23.8,1.49,0.11
24.86,1.34,0.11
23.75,1.24,0.11
24.37,1.39,0.11
24.37,1.44,0.11
24.86,1.29,0.11
24.24,1.39,0.11
25.01,1.29,0.11
25.01,1.19,0.11
25.16,1.24,0.11
24.72,1.19,0.11
24.47,1.19,0.11
24.54,1.29,0.11
25.48,1.24,0.11
24.74,1.29,0.11
25.11,1.24,0.11
24.67,1.34,0.11
25.04,1.14,0.11
25.04,1.19,0.11
24.29,1.29,0.11
24.57,1.34,0.11
24.34,1.29,0.11
22.98,1.34,0.11
23.2,1.34,0.11
22.51,1.54,0.11
22.73,1.44,0.11
22.78,1.34,0.11
22.21,1.49,0.11
22.21,1.54,0.11
22.23,1.54,0.11
22.73,1.54,0.11
22.83,1.39,0.11
21.84,1.54,0.11
21.79,1.59,0.11
21.79,1.59,0.11
21.79,1.59,0.11
21.79,1.59,0.11
21.79,1.59,0.11
17.4,2.38,0.12
15.61,2.53,0.12
15.68,2.53,0.12
15.78,2.53,0.12
16.15,2.48,0.12
16.23,2.48,0.12
16.4,2.33,0.12
16.45,2.33,0.12
17.22,2.23,0.12
17.12,2.38,0.12
17.1,2.38,0.12
17.07,2.38,0.12
16.35,2.38,0.12
16.55,2.48,0.12
15.71,2.48,0.12
17,2.43,0.12
17.27,2.18,0.12
16.95,2.43,0.12
17.17,2.33,0.12
15.43,2.48,0.12
15.68,2.38,0.12
15.73,2.38,0.12
15.81,2.38,0.12
15.88,2.38,0.12
15.96,2.38,0.12
16.7,2.43,0.12
17.12,2.33,0.12
17.52,2.28,0.12
15.63,2.53,0.12
16.53,2.43,0.12
16.53,2.43,0.12
16.53,2.43,0.12
16.7,2.38,0.12
15.73,2.48,0.12
15.78,2.48,0.12
15.86,2.48,0.12
15.91,2.48,0.12
15.98,2.48,0.12
16.13,2.38,0.12
16.18,2.38,0.12
16.33,2.48,0.12
16.5,2.33,0.12
16.68,2.43,0.12
15.58,2.38,0.12
15.63,2.38,0.12
15.68,2.38,0.12
15.76,2.38,0.12
15.81,2.48,0.12
15.88,2.48,0.12
15.96,2.48,0.12
16.03,2.48,0.12
16.13,2.48,0.12
16.43,2.33,0.12
16.45,2.33,0.12
16.48,2.33,0.12
16.5,2.33,0.12
16.53,2.33,0.12
16.55,2.33,0.12
16.55,2.43,0.12
16.58,2.43,0.12
16.6,2.43,0.12
16.6,2.43,0.12
16.63,2.43,0.12
16.35,2.43,0.12
16.35,2.43,0.12
16.38,2.43,0.12
16.28,2.53,0.12
16.75,2.38,0.12
16.8,2.38,0.12
15.88,2.43,0.12
15.93,2.43,0.12
15.98,2.43,0.12
16.06,2.43,0.12
16.08,2.38,0.12
16.13,2.38,0.12
16.2,2.38,0.12
16.25,2.38,0.12
16.55,2.48,0.12
16.6,2.48,0.12
16.77,2.33,0.12
16.77,2.33,0.12
15.66,2.53,0.12
15.71,2.53,0.12
15.73,2.53,0.12
15.81,2.28,0.12
15.96,2.48,0.12
16.97,2.43,0.12
16.73,2.18,0.12
16.28,2.28,0.12
16.53,2.48,0.12
16.7,2.38,0.12
16.75,2.38,0.12
16.87,2.38,0.12
16.87,2.38,0.12
16.87,2.38,0.12
16.63,2.33,0.12
16.63,2.43,0.12
16.65,2.43,0.12
16.68,2.38,0.12
16.7,2.38,0.12
16.7,2.38,0.12
16.7,2.38,0.12
16.7,2.38,0.12
17.2,2.38,0.12
17.12,2.33,0.12
16.48,2.38,0.12
16.5,2.38,0.12
16.48,2.48,0.12
16.5,2.28,0.12
16.33,2.48,0.12
16.35,2.48,0.12
16.38,2.48,0.12
16.15,2.43,0.12
16.2,2.43,0.12
16.9,2.28,0.12
16.35,2.53,0.12
16.35,2.33,0.12
16.45,2.38,0.12
16.45,2.38,0.12
15.91,2.48,0.12
16.28,2.43,0.12
16.87,2.38,0.12
16.97,2.38,0.12
15.71,2.38,0.12
15.76,2.38,0.12
15.83,2.38,0.12
15.93,2.38,0.12
16.01,2.38,0.12
16.1,2.38,0.12
16.2,2.38,0.12
16.28,2.38,0.12
16.38,2.38,0.12
17.4,2.38,0.12
17.4,2.38,0.12
17.37,2.38,0.12
17.37,2.13,0.12
17.15,2.23,0.12
17.15,2.23,0.12
17.12,2.23,0.12
17.12,2.23,0.12
17.12,2.23,0.12
16.92,2.33,0.12
16.9,2.33,0.12
16.87,2.33,0.12
16.85,2.33,0.12
16.75,2.33,0.12
16.73,2.33,0.12
16.68,2.33,0.12
16.63,2.33,0.12
16.63,2.33,0.12
16.6,2.33,0.12
16.6,2.33,0.12
15.78,2.53,0.12
15.81,2.53,0.12
15.83,2.53,0.12
15.96,2.33,0.12
16.03,2.33,0.12
16.08,2.33,0.12
16.15,2.33,0.12
16.23,2.33,0.12
16.3,2.33,0.12
16.38,2.33,0.12
16.45,2.33,0.12
16.53,2.33,0.12
16.6,2.33,0.12
16.65,2.33,0.12
16.7,2.33,0.12
16.75,2.33,0.12
16.68,2.43,0.12
16.65,2.43,0.12
16.63,2.43,0.12
16.6,2.43,0.12
16.6,2.43,0.12
16.6,2.43,0.12
16.6,2.43,0.12
16.63,2.43,0.12
16.63,2.43,0.12
16.63,2.43,0.12
16.63,2.43,0.12
16.65,2.43,0.12
16.65,2.43,0.12
16.15,2.28,0.12
16.25,2.28,0.12
16.38,2.28,0.12
16.73,2.28,0.12
16.85,2.28,0.12
16.97,2.28,0.12
17.05,2.28,0.12
17.12,2.28,0.12
17.2,2.28,0.12
17.3,2.28,0.12
17.3,2.28,0.12
17.32,2.28,0.12
17.32,2.28,0.12
17.37,2.33,0.12
17.37,2.33,0.12
17.4,2.33,0.12
17.47,2.33,0.12
17.62,2.38,0.12
17.1,2.43,0.12
17.42,2.28,0.12
17.4,2.28,0.12
17.37,2.28,0.12
17.35,2.28,0.12
17.32,2.28,0.12
17.27,2.28,0.12
17.37,2.28,0.12
17.35,2.28,0.12
17.32,2.28,0.12
17.3,2.28,0.12
17.22,2.28,0.12
17.22,2.28,0.12
17.17,2.28,0.12
16.23,2.23,0.12
16.33,2.28,0.12
16.92,2.33,0.12
16.95,2.33,0.12
16.97,2.33,0.12
17.02,2.33,0.12
17.64,2.28,0.12
17.62,2.28,0.12
17.59,2.28,0.12
17.57,2.28,0.12
17.54,2.28,0.12
17.49,2.28,0.12
17.47,2.28,0.12
17.42,2.28,0.12
17.37,2.28,0.12
17.32,2.28,0.12
17.3,2.28,0.12
17.22,2.28,0.12
17.27,2.28,0.12
17.3,2.28,0.12
17.32,2.28,0.12
17.37,2.28,0.12
17.4,2.28,0.12
17.42,2.23,0.12
17.44,2.23,0.12
17.47,2.23,0.12
17.47,2.23,0.12
17.44,2.23,0.12
17.42,2.23,0.12
17.4,2.23,0.12
17.89,2.28,0.12
17.87,2.28,0.12
17.82,2.28,0.12
17.77,2.28,0.12
17.69,2.28,0.12
17.69,2.28,0.12
17.64,2.28,0.12
17.62,2.28,0.12
17.57,2.28,0.12
17.54,2.28,0.12
17.49,2.28,0.12
17.47,2.28,0.12
17.37,2.28,0.12
17.37,2.28,0.12
17.37,2.28,0.12
17.37,2.28,0.12
17.35,2.28,0.12
17.35,2.28,0.12
17.35,2.28,0.12
17.35,2.28,0.12
17.32,2.28,0.12
17.32,2.28,0.12
17.3,2.28,0.12
17.27,2.28,0.12
17.35,2.08,0.12
17.57,2.13,0.12
17.59,2.13,0.12
17.59,2.13,0.12
17.62,2.13,0.12
17.62,2.13,0.12
17.64,2.08,0.12
17.72,2.08,0.12
17.77,2.08,0.12
18.07,2.08,0.12
18.11,2.08,0.12
17.87,2.18,0.12
17.89,2.08,0.12
17.97,2.08,0.12
17.97,2.08,0.12
17.97,2.08,0.12
17.99,2.08,0.12
18.02,2.08,0.12
18.04,2.08,0.12
18.07,2.08,0.12
18.04,2.08,0.12
17.99,2.13,0.12
17.82,2.18,0.12
17.79,2.18,0.12
17.64,2.28,0.12
17.64,2.28,0.12
17.64,2.28,0.12
17.62,2.28,0.12
17.62,2.28,0.12
17.54,2.18,0.12
17.54,2.18,0.12
17.47,2.23,0.12
17.64,2.33,0.12
17.64,2.33,0.12
17.77,2.08,0.12
18.96,2.04,0.12
19.01,2.04,0.12
19.16,2.04,0.12
19.18,2.04,0.12
19.18,2.04,0.12
19.18,2.04,0.12
19.06,2.13,0.12
19.03,2.13,0.12
19.01,2.13,0.12
18.96,2.13,0.12
18.83,2.08,0.12
18.81,2.08,0.12
18.76,2.08,0.12
18.73,2.08,0.12
18.71,2.08,0.12
17.57,2.13,0.12
17.57,2.13,0.12
17.67,2.13,0.12
17.69,2.13,0.12
17.69,2.08,0.12
17.74,2.08,0.12
17.87,2.13,0.12
17.89,2.13,0.12
17.94,2.13,0.12
17.97,2.13,0.12
17.99,2.13,0.12
18.07,2.08,0.12
18.09,2.08,0.12
18.14,2.08,0.12
18.16,2.08,0.12
18.56,2.28,0.12
18.49,2.28,0.12
18.39,2.28,0.12
18.31,2.28,0.12
18.21,2.28,0.12
18.11,2.28,0.12
18.04,2.28,0.12
17.94,2.28,0.12
17.42,2.23,0.12
17.42,2.23,0.12
17.44,2.23,0.12
17.44,2.23,0.12
17.44,2.23,0.12
17.42,2.23,0.12
17.42,2.23,0.12
17.4,2.23,0.12
17.37,2.23,0.12
17.35,2.23,0.12
17.32,2.23,0.12
17.3,2.23,0.12
16.68,2.23,0.12
16.73,2.23,0.12
16.77,2.23,0.12
16.82,2.23,0.12
16.87,2.23,0.12
16.92,2.23,0.12
17.22,2.28,0.12
18.31,2.28,0.12
18.21,2.28,0.12
17.94,2.23,0.12
17.94,2.23,0.12
17.92,2.23,0.12
17.89,2.23,0.12
17.87,2.23,0.12
17.82,2.23,0.12
17.79,2.23,0.12
17.74,2.23,0.12
17.69,2.23,0.12
17.67,2.23,0.12
17.62,2.23,0.12
17.57,2.23,0.12
17.47,2.28,0.12
17.44,2.28,0.12
17.42,2.28,0.12
17.42,2.28,0.12
17.37,2.28,0.12
17.35,2.28,0.12
17.32,2.28,0.12
17.3,2.28,0.12
17.27,2.28,0.12
17.27,2.28,0.12
17.25,2.28,0.12
17.25,2.28,0.12
17.25,2.28,0.12
17.32,2.23,0.12
17.32,2.23,0.12
17.32,2.23,0.12
17.32,2.23,0.12
17.32,2.23,0.12
16.85,2.28,0.12
16.87,2.28,0.12
16.9,2.28,0.12
16.95,2.28,0.12
16.97,2.28,0.12
17.02,2.28,0.12
17.05,2.28,0.12
17.07,2.28,0.12
17.1,2.28,0.12
17.12,2.28,0.12
17.12,2.28,0.12
17.12,2.28,0.12
17.2,2.28,0.12
17.22,2.28,0.12
18.24,2.23,0.12
18.24,2.23,0.12
18.24,2.23,0.12
18.21,2.23,0.12
18.19,2.23,0.12
18.14,2.23,0.12
18.09,2.23,0.12
18.07,2.23,0.12
18.02,2.23,0.12
17.49,2.33,0.12
17.49,2.33,0.12
17.49,2.33,0.12
17.49,2.33,0.12
17.49,2.33,0.12
17.49,2.33,0.12
17.49,2.33,0.12
17.49,2.33,0.12
17.49,2.33,0.12
17.49,2.33,0.12
17.49,2.33,0.12
